Year,Location,Soil type,Crop,Irrigation,Temperature,Precipitation,Humidity,PH,Area,ETo,Yeild
2004,Bijapur,Loam,Jowar,Spray,38,0.00105737,53,6,2074,5.26,4279
2004,Bijapur,Loam,Jowar,Spray,39,0,53.5,6,2127,6.32,4167
2004,Bijapur,Loam,Jowar,Spray,39,0,52.5,6,2090,4.78,4479
2004,Bijapur,Loam,Jowar,Spray,39,0,56,6,2059,5.91,3699
2004,Bijapur,Loam,Jowar,Spray,40,0,57,6,2050,6.23,4904
2004,Bijapur,Loam,Jowar,Spray,40,0,57.5,6,1865,5.98,2821
2004,Bijapur,Loam,Jowar,Spray,40,0,57,6,1841,5.33,3472
2004,Bijapur,Loam,Jowar,Spray,41,0.001211584,55,6,1799,5.62,3647
2004,Bijapur,Loam,Jowar,Spray,41,0,56,6,1468,5.61,393
2004,Bijapur,Red,Jowar,Spray,41,0,54,8,568,4.53,167
2004,Bijapur,Red,Jowar,Spray,42,0,58,8,407,5,71
2004,Bijapur,Red,Jowar,Spray,42,0,58,8,177,5.48,52
2004,Bijapur,Red,Jowar,Spray,42,0,59,8,51,5.42,12
2004,Bijapur,Red,Jowar,Spray,43,0,50,8,173,4.21,51
2004,Bijapur,Red,Jowar,Spray,43,0,54,8,201,2.38,61
2013,Bijapur,Red,Jowar,Drip,38,0.002680711,53,8,206,2.71,67
2014,Bijapur,Red,Jowar,Drip,38,0,52,8,243,4.31,62
2015,Bijapur,Red,Jowar,Drip,38,0,51,8,123,2.99,32
2016,Bijapur,Red,Jowar,Drip,38,0,57,8,82,5.36,22
2017,Bijapur,Red,Jowar,Drip,38,0,57,8,74,5.88,25
2018,Bijapur,Red,Jowar,Drip,38,0,60,8,18,6.4,4
2004,Bijapur,Red,Jowar,Drip,38,0,57,8,37,6.07,9
2005,Bijapur,Red,Jowar,Drip,38,0,57,8,35,5.85,12
2006,Bijapur,Red,Jowar,Drip,38,0,54,8,5974,5.28,2089
2007,Bijapur,Red,Jowar,Drip,38,3.2762187,54.5,8,6631,5.02,2810
2008,Bijapur,Red,Jowar,Drip,38,0.057042003,56.6,8,6705,2.8,841
2009,Bijapur,Red,Jowar,Drip,38,0,55.5,8,5876,5.26,3550
2010,Bijapur,Red,Jowar,Drip,38,0,58.5,8,326,4.55,109
2011,Bijapur,Red,Jowar,Drip,38,0,59.5,8,6470,4.23,3368
2012,Bijapur,Red,Jowar,Drip,38,0.1416051,55,8,6709,4.21,3671
2013,Bijapur,Red,Jowar,Drip,38,0.7910567,53,8,6186,4.86,2404
2014,Bijapur,Red,Jowar,Drip,38,1.4922395,53.5,8,6503,5.45,2805
2015,Bijapur,Red,Jowar,Drip,38,0.20516299,52.5,8,5220,5.63,2331
2016,Bijapur,Red,Jowar,Drip,38,10.476604,56,8,4677,4.43,2088
2017,Bijapur,Black,Jowar,Drip,38,20.15873,57,4.5,4803,3.15,2628
2018,Bijapur,Black,Jowar,Drip,38,14.929795,57.5,4.5,3739,3.76,1939
2004,Bijapur,Black,Jowar,Drip,38,0.002100632,57,4.5,3529,5.72,1871
2005,Bijapur,Black,Jowar,Drip,38,1.0221654,55,4.5,3649,5.91,1868
2006,Bijapur,Black,Jowar,Drip,38,0,56,4.5,1374,4.43,127919
2007,Bijapur,Black,Jowar,Drip,38,0,54,4.5,933,5.52,75340
2008,Bijapur,Black,Jowar,Drip,38,4.6439514,58,4.5,345,6.17,29170
2009,Bijapur,Black,Jowar,Drip,38,63.517776,58,4.5,29,6.74,1901
2010,Bijapur,Black,Jowar,Drip,38,3.7642927,59,4.5,11,5.78,972
2011,Bijapur,Black,Jowar,Drip,38,6.538111,50,4.5,10,5.84,874
2012,Bijapur,Black,Jowar,Drip,38,0,54,4.5,7,5.93,592
2013,Bijapur,Black,Jowar,Drip,38,0,53,4.5,10,4.69,864
2014,Bijapur,Black,Jowar,Drip,38,19.391878,52,4.5,56,5.9,5373
2015,Bijapur,Black,Jowar,Drip,38,5.9040136,51,4.5,68,5.62,6589
2016,Bijapur,Black,Jowar,Drip,38,10.032388,57,4.5,56,4.74,5107
2017,Bijapur,Black,Jowar,Drip,38,0.5829763,57,4.5,66,5.87,5518
2018,Bijapur,Black,Jowar,Drip,38,0.1669703,60,4.5,55,4.86,4912
2004,Bijapur,Black,Jowar,Drip,38,0.00707581,57,4.5,42,3.22,3830
2005,Bijapur,Black,Jowar,Drip,38,35.26652,57,4.5,51179,4.05,4
2006,Bijapur,Black,Jowar,Drip,38,6.031366,54,4.5,468,5.42,9
2007,Bijapur,Black,Jowar,Drip,38,14.355509,54.5,4.5,11841,3.18,12
2008,Bijapur,Black,Jowar,Drip,37,2.1316094,56.6,4.5,50975,2.36,2089
2009,Bijapur,Black,Jowar,Drip,37,6.622712,55.5,4.5,206,3.12,2810
2010,Bijapur,Black,Jowar,Drip,37,8.527898,58.5,4.5,10922,3.07,841
2011,Bijapur,Black,Jowar,Drip,37,0.11479205,59.5,4.5,51390,2.09,3550
2012,Bijapur,Alluvial,Jowar,Basin,37,2.8751788,55,6.2,177,1.85,109
2013,Bijapur,Alluvial,Jowar,Basin,37,14.94825,53,6.2,10723,1.46,3368
2014,Bijapur,Alluvial,Jowar,Basin,37,31.710012,53.5,6.2,51709,1.66,3671
2015,Bijapur,Alluvial,Jowar,Basin,37,25.036179,52.5,6.2,146,1.33,2404
2016,Bijapur,Alluvial,Jowar,Basin,37,49.652752,56,6.2,10910,4.16,2805
2017,Bijapur,Alluvial,Jowar,Basin,37,32.33699,57,6.2,51355,1.75,2331
2018,Bijapur,Alluvial,Jowar,Basin,37,14.337492,57.5,6.2,160,1.46,2088
2004,Bijapur,Alluvial,Jowar,Basin,37,5.233186,57,6.2,10912,2.3,2628
2005,Bijapur,Alluvial,Jowar,Basin,37,24.279104,55,6.2,51353,1.79,1939
2006,Bijapur,Alluvial,Jowar,Basin,37,16.516228,56,6.2,142,1.88,1871
2007,Bijapur,Alluvial,Jowar,Basin,37,0.47363734,54,6.2,10505,3.01,1868
2008,Bijapur,Alluvial,Jowar,Basin,37,2.4067,58,6.2,51040,2.94,127919
2009,Bijapur,Alluvial,Jowar,Basin,37,0.06646198,58,6.2,154,2.76,75340
2010,Bijapur,Alluvial,Jowar,Basin,37,9.579473,59,6.2,10318,2.88,29170
2011,Bijapur,Alluvial,Jowar,Basin,37,20.396776,50,6.2,48083,1.46,1901
2012,Bijapur,Alluvial,Jowar,Basin,37,2.5075417,54,6.2,143,3.46,972
2013,Bijapur,Alluvial,Jowar,Basin,37,4.871168,53,6.2,9283,3.93,874
2014,Bijapur,Alluvial,Jowar,Basin,37,0.062249977,52,6.2,47200,3.71,592
2015,Bijapur,Alluvial,Jowar,Basin,37,6.9238944,51,6.2,158,4.46,864
2016,Bijapur,Alluvial,Jowar,Basin,37,2.3761413,57,6.2,8982,2.9,5373
2017,Bijapur,Alluvial,Jowar,Basin,37,20.054739,57,6.2,46990,4.38,6589
2018,Bijapur,Alluvial,Jowar,Basin,37,31.727688,60,6.2,103,4.24,5107
2004,Bijapur,Alluvial,Jowar,Basin,37,7.6253633,57,6.2,8239,4.77,5518
2005,Bijapur,Alluvial,Jowar,Basin,37,0.001510173,57,6.2,44563,3.91,4912
2006,Bijapur,Alluvial,Jowar,Basin,37,0.5569157,54,6.2,96,3.94,3830
2007,Bijapur,Sandy loam ,Jowar,Basin,37,18.335949,54.5,5.5,6949,4.23,4
2008,Bijapur,Sandy loam ,Jowar,Basin,37,2.7250013,56.6,5.5,44663,4.87,9
2009,Bijapur,Sandy loam ,Jowar,Basin,37,24.775831,55.5,5.5,110,3.95,12
2010,Bijapur,Sandy loam ,Jowar,Basin,37,11.805114,58.5,5.5,6824,4.68,2089
2011,Bijapur,Sandy loam ,Jowar,Basin,37,61.002563,59.5,5.5,43013,5.15,2810
2012,Bijapur,Sandy loam ,Jowar,Basin,37,104.47191,55,5.5,95,4.1,841
2013,Bijapur,Sandy loam ,Jowar,Basin,37,174.38182,53,5.5,6441,3.45,3550
2014,Bijapur,Sandy loam ,Jowar,Basin,37,22.471907,53.5,5.5,4012,2,109
2015,Bijapur,Sandy loam ,Jowar,Basin,37,1.8929216,52.5,5.5,4877,2.08,3368
2016,Bijapur,Sandy loam ,Jowar,Basin,37,0.005361268,56,5.5,4930,1.09,3671
2017,Bijapur,Sandy loam ,Jowar,Basin,37,21.529644,57,5.5,4954,1.7,2404
2018,Bijapur,Sandy loam ,Jowar,Basin,37,8.943377,57.5,5.5,5019,1.5,2805
2004,Bijapur,Sandy loam ,Jowar,Basin,37,13.247682,57,5.5,5127,1.52,2331
2005,Bijapur,Sandy loam ,Jowar,Basin,37,39.299805,55,5.5,5174,1.53,2088
2006,Bijapur,Sandy loam ,Jowar,Basin,37,7.465329,56,5.5,5294,1.56,2628
2007,Bijapur,Sandy loam ,Jowar,Basin,37,1.7900982,54,5.5,5474,1.58,1939
2008,Bijapur,Sandy loam ,Jowar,Basin,37,26.54834,58,5.5,5864,1.59,1871
2009,Bijapur,Sandy loam ,Jowar,Basin,37,0.9729804,58,5.5,7028,1.67,1868
2010,Bijapur,Sandy loam ,Jowar,Spray,37,0.01802031,59,5.5,7403,1.26,127919
2011,Bijapur,Sandy loam ,Jowar,Spray,37,54.735115,50,5.5,7501,1.39,75340
2012,Bijapur,Sandy loam ,Jowar,Spray,37,0.001392118,54,5.5,7714,1.22,29170
2013,Bijapur,Sandy loam ,Jowar,Spray,37,0,53,5.5,7856,1.3,1901
2014,Bijapur,Sandy loam ,Jowar,Spray,37,0,52,5.5,32,1.29,972
2015,Bijapur,Sandy loam ,Jowar,Spray,37,0,51,5.5,1,1.9,874
2016,Bijapur,Sandy loam ,Jowar,Spray,37,0.2265231,57,5.5,30,2.19,592
2017,Bijapur,Red laterite,Jowar,Spray,37,0.021900905,57,7.8,6,2.05,864
2018,Bijapur,Red laterite,Jowar,Spray,27,0.5919858,60,7.8,15,3.16,5373
2004,Bijapur,Red laterite,Jowar,Spray,27,28.950495,57,7.8,4,3.19,6589
2005,Bijapur,Red laterite,Jowar,Spray,27,3.0855422,57,7.8,39,4.28,5107
2006,Bijapur,Red laterite,Jowar,Spray,27,1.4670279,54,7.8,6,3.26,5518
2007,Bijapur,Red laterite,Jowar,Spray,27,6.8495464,54.5,7.8,12,2.65,4912
2008,Bijapur,Red laterite,Jowar,Spray,27.2,0.003966021,56.6,7.8,3,3.22,3830
2009,Bijapur,Red laterite,Jowar,Spray,27.2,0.20555763,55.5,7.8,17,3.41,313547
2010,Bijapur,Red laterite,Jowar,Spray,27.2,0.028028803,58.5,7.8,3,4.28,2783
2011,Bijapur,Red laterite,Jowar,Spray,27,0.43680564,59.5,7.8,9,5.05,1533
2012,Bijapur,Red laterite,Jowar,Spray,27,5.424997,55,7.8,21,4.66,1647
2013,Bijapur,Red laterite,Jowar,Spray,27,8.636392,53,7.8,11,4.73,975
2014,Bijapur,Red laterite,Jowar,Spray,27,0.008410091,53.5,7.8,4,2.49,2
2015,Bijapur,Red laterite,Jowar,Spray,27,0.24026531,52.5,7.8,15,0.75,836
2016,Bijapur,Red laterite,Jowar,Spray,27,1.2350916,56,7.8,8,2.28,806
2017,Bijapur,Red laterite,Jowar,Spray,27.2,1.5296532,57,7.8,29,3.13,880
2018,Bijapur,Red laterite,Jowar,Spray,27.2,52.55124,57.5,7.8,1,3.1,770
2004,Bijapur,Red laterite,Jowar,Spray,27.2,58.698128,57,7.8,13736,5.38,395
2005,Bijapur,Red laterite,Jowar,Spray,27.1,9.548834,55,7.8,14003,5.41,187
2006,Bijapur,Red laterite,Jowar,Spray,27.1,4.4531293,56,7.8,14179,3.99,187
2007,Bijapur,Red laterite,Jowar,Spray,27.1,61.363895,54,7.8,14319,1.98,121
2008,Bijapur,Red laterite,Jowar,Spray,26.8,3.9123025,58,7.8,14464,2.77,103
2009,Bijapur,Red laterite,Jowar,Spray,26.8,5.6107664,58,7.8,14876,1.43,71
2010,Bijapur,Red laterite,Jowar,Spray,26.8,0.20301604,59,7.8,14976,4.57,3961
2011,Bijapur,Red laterite,Jowar,Spray,37,22.219505,50,7.8,15009,4.43,4247
2012,Bijapur,Black cotton,Jowar,Spray,37,7.080131,54,5.1,15114,3.72,3290
2013,Bijapur,Black cotton,Jowar,Spray,37,3.3991525,53,5.1,16224,4.2,3138
2014,Bijapur,Black cotton,Jowar,Spray,38,0.04000396,52,5.1,17095,4.05,3423
2015,Bijapur,Black cotton,Jowar,Spray,38,0.024347577,51,5.1,17512,4.94,3899
2016,Bijapur,Black cotton,Jowar,Spray,38,1.4593369,57,5.1,17587,4.74,4015
2017,Bijapur,Black cotton,Jowar,Spray,39,0.000266002,57,5.1,17771,5.14,4279
2018,Bijapur,Black cotton,Jowar,Spray,39,3.9100504,60,5.1,17825,4.99,4167
2004,Bijapur,Black cotton,Jowar,Spray,39,0.18803385,57,5.1,3147,4.8,4479
2005,Bijapur,Black cotton,Jowar,Spray,40,0,57,5.1,2578,2.6,3699
2006,Bijapur,Black cotton,Jowar,Spray,40,0,54,5.1,1591,2.02,4904
2007,Bijapur,Black cotton,Jowar,Spray,40,0.04201867,54.5,5.1,1298,4,2821
2008,Bijapur,Black cotton,Jowar,Spray,41,0.210145,56.6,5.1,4,3.63,3472
2009,Bijapur,Black cotton,Jowar,Drip,41,0.3165778,55.5,5.1,1122,1.9,3647
2010,Bijapur,Black cotton,Jowar,Drip,41,82.48721,58.5,5.1,917,4.68,393
2011,Bijapur,Black cotton,Jowar,Drip,42,49.013737,59.5,5.1,819,3.8,167
2012,Bijapur,Black cotton,Jowar,Drip,42,14.999054,55,5.1,619,2.79,71
2013,Bijapur,Black cotton,Jowar,Drip,42,0,53,5.1,391,2.1,52
2014,Bijapur,Black cotton,Jowar,Drip,43,0,53.5,5.1,211,2.24,313547
2015,Bijapur,Black cotton,Jowar,Drip,43,0,52.5,5.1,153,1.74,2783
2016,Bijapur,Black cotton,Jowar,Drip,27,0,56,5.1,111,1.28,1533
2017,Bijapur,Black cotton,Jowar,Drip,27,15.5026,59.5,5.1,76,1.13,1647
2018,Bijapur,Black cotton,Jowar,Drip,27,2.5004358,55,5.1,53,3.86,975
2004,Bijapur,Black cotton,Jowar,Drip,27,0,53,5.1,2688,4.13,2
2005,Bijapur,Black cotton,Jowar,Drip,27,0,53.5,5.1,2311,2.54,836
2006,Bijapur,Black cotton,Jowar,Drip,27,9.066336,52.5,5.1,2188,2.88,806
2007,Bijapur,Sandy,Jowar,Drip,27.2,0.14527968,56,4.5,1998,4.08,880
2008,Bijapur,Sandy,Jowar,Drip,27.2,0.42364207,57,4.5,2006,4.2,770
2009,Bijapur,Sandy,Jowar,Drip,27.2,0,57.5,4.5,2034,3.94,395
2010,Bijapur,Sandy,Jowar,Drip,27,0,57,4.5,2035,3.9,187
2011,Bijapur,Sandy,Jowar,Drip,27,0,55,4.5,2074,2.19,187
2012,Bijapur,Sandy,Jowar,Drip,27,0.011812265,56,4.5,2127,4.33,121
2013,Bijapur,Sandy,Jowar,Drip,27,0,54,4.5,2090,2.62,103
2014,Bijapur,Sandy,Jowar,Drip,27,0,58,4.5,2059,1.3,71
2015,Bijapur,Sandy,Jowar,Drip,27,6.6712694,58,4.5,2050,4.57,3961
2016,Bijapur,Sandy,Jowar,Drip,27.2,24.798874,59,4.5,1865,4.61,4247
2017,Bijapur,Sandy,Jowar,Drip,27.2,21.177008,50,4.5,1841,4.8,3290
2018,Bijapur,Sandy,Jowar,Drip,27.2,0.68525094,54,4.5,1799,4.45,3138
2004,Bijapur,Sandy,Jowar,Drip,27.1,0.032279905,53,4.5,1468,4.28,3423
2005,Bijapur,Sandy,Jowar,Drip,27.1,0.41439435,59.5,4.5,568,4.66,3899
2006,Bijapur,Sandy,Jowar,Drip,27.1,8.015255,55,4.5,407,4.79,4015
2007,Bijapur,Sandy,Jowar,Drip,26.8,33.555836,53,4.5,177,4.64,4279
2008,Bijapur,Sandy,Jowar,Drip,26.8,4.7655206,53.5,4.5,51,4.77,4167
2009,Bijapur,Sandy,Jowar,Drip,26.8,0,52.5,4.5,173,4.73,4479
2010,Bijapur,Sandy,Jowar,Drip,37,0,56,4.5,201,4.59,3699
2011,Bijapur,Sandy,Jowar,Drip,37,0,57,4.5,206,3.9,4904
2012,Bijapur,Sandy,Jowar,Drip,37,0,57.5,4.5,243,2.79,2821
2013,Bijapur,Sandy,Jowar,Drip,38,0.14844327,57,4.5,123,3.99,3472
2014,Bijapur,Sandy,Jowar,Drip,38,0.001600672,55,4.5,82,4.33,3647
2015,Bijapur,Sandy,Jowar,Drip,38,9.332568,56,4.5,74,2.83,393
2016,Bijapur,Sandy,Jowar,Drip,39,0.7086804,54,4.5,18,2.29,167
2017,Bijapur,Laterite,Jowar,Drip,39,6.538476,58,6.7,37,2.34,71
2018,Bijapur,Laterite,Jowar,Drip,39,0.18530346,58,6.7,35,3.66,52
2019,Bijapur,Laterite,Jowar,Drip,40,0.7512492,59,6.7,5974,4.49,2570
2004,Bijapur,Laterite,Jowar,Drip,40,0,50,6.7,6631,3.78,27170
2005,Bijapur,Laterite,Jowar,Drip,40,0,54,6.7,6705,2.94,114744
2006,Bijapur,Laterite,Jowar,Drip,41,0,53,6.7,5876,3.76,1402
2007,Bijapur,Laterite,Jowar,Basin,41,0,59.5,6.7,326,2.84,23456
2008,Bijapur,Laterite,Jowar,Basin,41,0,55,6.7,6470,3.8,107809
2009,Bijapur,Laterite,Jowar,Basin,42,0,53,6.7,6709,2.44,1132
2010,Bijapur,Laterite,Jowar,Basin,42,0,53.5,6.7,6186,4.06,23960
2011,Bijapur,Laterite,Jowar,Basin,42,0,52.5,6.7,6503,3.85,126487
2012,Bijapur,Laterite,Jowar,Basin,43,0,56,6.7,5220,3.81,804
2013,Bijapur,Laterite,Jowar,Basin,27,0,57,6.7,4677,1.92,30362
2014,Bijapur,Laterite,Jowar,Basin,27,0,57.5,6.7,4803,2.47,124492
2015,Bijapur,Laterite,Jowar,Basin,27,0,57,6.7,3739,2.28,792
2016,Bijapur,Laterite,Jowar,Basin,27,0,55,6.7,3529,1.16,34153
2017,Bijapur,Laterite,Jowar,Basin,27,0,56,6.7,3649,1.56,132551
